id,age,sex,emp,mob,inc,cit,mar,sch,dis,wrk,ins,rce
79,a.30.39,m,civilian.employed,same.house,i.75000.99999,us.born,divorced,no.schooling,with.disability,private.profit,with.insurance,white
80,a.10.19,f,not.in.labor.force,diff.us.house,i.0.9999,not.citizen,never,public,without.disability,not.working,with.insurance,asian
81,a.0.9,f,not.in.labor.force,diff.us.house,i.0.9999,us.born,never,no.schooling,without.disability,not.working,with.insurance,white
82,a.30.39,f,civilian.employed,same.house,i.75000.99999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,white
83,a.70.79,f,not.in.labor.force,same.house,i.0.9999,us.born,widowed,no.schooling,without.disability,not.working,with.insurance,white
84,a.80.89,f,not.in.labor.force,same.house,i.0.9999,not.citizen,widowed,no.schooling,without.disability,not.working,with.insurance,white
85,a.50.59,m,not.in.labor.force,same.house,i.75000.99999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,black
86,a.0.9,f,not.in.labor.force,same.house,i.75000.99999,us.born,never,private,without.disability,not.working,with.insurance,asian
87,a.70.79,f,not.in.labor.force,same.house,i.0.9999,us.born,widowed,no.schooling,without.disability,not.working,with.insurance,white
88,a.20.29,f,civilian.employed,same.house,i.65000.74999,abroad.born,never,public,without.disability,private.profit,with.insurance,black
89,a.40.49,m,civilian.employed,same.house,i.75000.99999,naturalization,married,no.schooling,without.disability,private.profit,with.insurance,asian
90,a.50.59,m,civilian.employed,diff.us.house,i.0.9999,naturalization,separated,public,without.disability,state,with.insurance,white
91,a.70.79,f,not.in.labor.force,same.house,i.0.9999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,white
92,a.20.29,m,unemployed,diff.us.house,i.0.9999,us.born,never,public,without.disability,private.profit,without.insurance,white
93,a.0.9,m,not.in.labor.force,diff.us.house,i.75000.99999,us.born,never,public,without.disability,not.working,with.insurance,white
94,a.70.79,m,civilian.employed,same.house,i.0.9999,not.citizen,married,no.schooling,without.disability,private.profit,with.insurance,black
95,a.50.59,f,civilian.employed,same.house,i.50000.64999,abroad.born,separated,no.schooling,without.disability,private.profit,with.insurance,asian
96,a.40.49,f,civilian.employed,same.house,i.50000.64999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,white
97,a.20.29,f,civilian.employed,diff.us.house,i.25000.34999,naturalization,married,no.schooling,without.disability,private.profit,with.insurance,other
98,a.20.29,f,not.in.labor.force,diff.us.house,i.0.9999,us.born,never,no.schooling,without.disability,not.working,with.insurance,black
99,a.20.29,m,civilian.employed,diff.us.house,i.50000.64999,us.born,never,no.schooling,without.disability,local,with.insurance,white
100,a.60.69,f,not.in.labor.force,same.house,i.0.9999,us.born,married,no.schooling,without.disability,not.working,with.insurance,white
101,a.30.39,f,civilian.employed,same.house,i.75000.99999,us.born,never,no.schooling,without.disability,state,with.insurance,white
102,a.30.39,f,civilian.employed,diff.us.house,i.15000.24999,not.citizen,divorced,no.schooling,without.disability,private.profit,with.insurance,asian
103,a.10.19,f,not.in.labor.force,same.house,i.35000.49999,us.born,never,no.schooling,without.disability,not.working,with.insurance,black
104,a.0.9,m,not.in.labor.force,same.house,i.75000.99999,us.born,never,public,without.disability,private.profit,with.insurance,black
105,a.50.59,m,civilian.employed,diff.us.house,i.75000.99999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,white
106,a.50.59,f,civilian.employed,same.house,i.0.9999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,white
107,a.30.39,f,unemployed,same.house,i.75000.99999,us.born,never,no.schooling,without.disability,private.profit,with.insurance,black
108,a.30.39,f,civilian.employed,same.house,i.35000.49999,not.citizen,married,no.schooling,without.disability,private.profit,with.insurance,white
109,a.10.19,f,not.in.labor.force,diff.us.house,i.0.9999,not.citizen,divorced,no.schooling,without.disability,private.profit,with.insurance,white
110,a.50.59,f,civilian.employed,same.house,i.35000.49999,naturalization,married,no.schooling,without.disability,private.no.profit,with.insurance,white
111,a.0.9,f,not.in.labor.force,same.house,i.75000.99999,us.born,never,no.schooling,without.disability,not.working,with.insurance,white
112,a.60.69,f,civilian.employed,same.house,i.75000.99999,naturalization,married,no.schooling,without.disability,self.employed.corp,with.insurance,white
113,a.70.79,f,civilian.employed,same.house,i.0.9999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,white
114,a.50.59,f,civilian.employed,diff.us.house,i.50000.64999,us.born,never,no.schooling,without.disability,local,with.insurance,white
115,a.30.39,m,civilian.employed,same.house,i.10000.14999,abroad.born,married,no.schooling,without.disability,private.profit,with.insurance,asian
116,a.50.59,f,civilian.employed,same.house,i.75000.99999,puerto.rico.born,widowed,no.schooling,without.disability,private.profit,with.insurance,white
117,a.50.59,f,civilian.employed,same.house,i.75000.99999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,white
118,a.20.29,f,civilian.employed,same.house,i.10000.14999,us.born,never,public,without.disability,private.profit,with.insurance,white
119,a.10.19,f,not.in.labor.force,same.house,i.0.9999,us.born,never,public,without.disability,not.working,with.insurance,white
120,a.50.59,m,civilian.employed,same.house,i.15000.24999,not.citizen,divorced,no.schooling,without.disability,private.profit,with.insurance,black
121,a.50.59,m,civilian.employed,same.house,i.65000.74999,naturalization,married,no.schooling,without.disability,federal,with.insurance,white
122,a.20.29,f,civilian.employed,same.house,i.0.9999,us.born,divorced,no.schooling,without.disability,private.profit,with.insurance,white
123,a.0.9,f,not.in.labor.force,same.house,i.75000.99999,not.citizen,never,public,without.disability,not.working,with.insurance,asian
124,a.50.59,m,civilian.employed,same.house,i.75000.99999,abroad.born,married,no.schooling,without.disability,private.profit,with.insurance,white
125,a.30.39,m,civilian.employed,diff.us.house,i.75000.99999,us.born,married,no.schooling,with.disability,private.profit,with.insurance,white
126,a.70.79,m,not.in.labor.force,diff.us.house,i.0.9999,us.born,never,public,without.disability,not.working,with.insurance,white
127,a.40.49,m,civilian.employed,same.house,i.75000.99999,naturalization,married,no.schooling,without.disability,federal,with.insurance,white
128,a.50.59,m,not.in.labor.force,diff.us.house,i.0.9999,us.born,married,no.schooling,with.disability,not.working,with.insurance,white
129,a.0.9,m,not.in.labor.force,diff.us.house,i.75000.99999,us.born,never,private,without.disability,not.working,with.insurance,black
130,a.40.49,f,civilian.employed,same.house,i.35000.49999,naturalization,married,no.schooling,without.disability,private.profit,with.insurance,other
131,a.0.9,m,not.in.labor.force,same.house,i.75000.99999,us.born,never,public,without.disability,not.working,with.insurance,white
132,a.70.79,f,not.in.labor.force,same.house,i.0.9999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,white
133,a.50.59,m,civilian.employed,same.house,i.0.9999,us.born,married,public,without.disability,private.profit,with.insurance,white
134,a.30.39,m,civilian.employed,diff.us.house,i.0.9999,not.citizen,married,no.schooling,without.disability,private.profit,without.insurance,white
135,a.50.59,m,civilian.employed,same.house,i.0.9999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,white
136,a.0.9,f,not.in.labor.force,abroad.house,i.75000.99999,us.born,never,no.schooling,without.disability,private.profit,with.insurance,white
137,a.0.9,m,not.in.labor.force,diff.us.house,i.75000.99999,us.born,never,public,without.disability,not.working,with.insurance,black
138,a.70.79,f,not.in.labor.force,same.house,i.0.9999,us.born,widowed,no.schooling,without.disability,local,with.insurance,white
139,a.30.39,m,civilian.employed,same.house,i.75000.99999,us.born,never,public,without.disability,federal,with.insurance,black
140,a.40.49,f,armed.forces,same.house,i.75000.99999,us.born,married,no.schooling,with.disability,federal,with.insurance,white
141,a.70.79,f,not.in.labor.force,same.house,i.0.9999,us.born,married,no.schooling,with.disability,not.working,with.insurance,white
142,a.50.59,f,not.in.labor.force,same.house,i.0.9999,us.born,married,no.schooling,without.disability,not.working,with.insurance,white
143,a.0.9,m,civilian.employed,same.house,i.75000.99999,abroad.born,never,public,without.disability,private.profit,with.insurance,asian
144,a.30.39,m,civilian.employed,same.house,i.75000.99999,us.born,never,public,without.disability,private.profit,with.insurance,white
145,a.30.39,m,civilian.employed,diff.us.house,i.65000.74999,us.born,married,no.schooling,without.disability,private.no.profit,with.insurance,white
146,a.50.59,m,civilian.employed,same.house,i.0.9999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,white
147,a.40.49,m,civilian.employed,diff.us.house,i.15000.24999,not.citizen,never,private,without.disability,private.profit,with.insurance,other
148,a.50.59,f,civilian.employed,same.house,i.75000.99999,us.born,married,no.schooling,without.disability,federal,with.insurance,white
149,a.0.9,f,not.in.labor.force,diff.us.house,i.75000.99999,us.born,never,public,without.disability,not.working,without.insurance,black
150,a.20.29,f,not.in.labor.force,same.house,i.0.9999,us.born,never,no.schooling,without.disability,not.working,with.insurance,white
151,a.30.39,m,civilian.employed,diff.us.house,i.0.9999,us.born,never,private,without.disability,self.employed.no.corp,without.insurance,white
152,a.50.59,m,civilian.employed,same.house,i.75000.99999,abroad.born,never,no.schooling,without.disability,local,with.insurance,white
153,a.10.19,m,not.in.labor.force,diff.us.house,i.0.9999,us.born,never,public,without.disability,not.working,with.insurance,white
154,a.20.29,f,civilian.employed,same.house,i.50000.64999,us.born,never,public,without.disability,private.profit,with.insurance,white
155,a.50.59,f,civilian.employed,same.house,i.75000.99999,us.born,married,no.schooling,without.disability,federal,with.insurance,white
156,a.40.49,f,civilian.employed,same.house,i.75000.99999,us.born,divorced,no.schooling,without.disability,federal,with.insurance,white
157,a.60.69,f,civilian.employed,same.house,i.0.9999,naturalization,married,no.schooling,without.disability,private.profit,with.insurance,asian
158,a.10.19,m,civilian.employed,same.house,i.75000.99999,us.born,never,public,without.disability,private.profit,with.insurance,white
159,a.50.59,f,civilian.employed,same.house,i.75000.99999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,white
160,a.20.29,m,civilian.employed,same.house,i.75000.99999,abroad.born,never,public,without.disability,private.profit,with.insurance,white
161,a.50.59,f,not.in.labor.force,same.house,i.0.9999,us.born,married,no.schooling,with.disability,not.working,with.insurance,white
162,a.30.39,f,civilian.employed,same.house,i.0.9999,naturalization,married,no.schooling,without.disability,private.no.profit,with.insurance,asian
163,a.20.29,m,civilian.employed,same.house,i.25000.34999,naturalization,never,public,without.disability,private.profit,with.insurance,asian
164,a.40.49,m,not.in.labor.force,diff.us.house,i.75000.99999,naturalization,widowed,no.schooling,without.disability,state,with.insurance,asian
165,a.70.79,m,not.in.labor.force,diff.us.house,i.0.9999,not.citizen,married,no.schooling,without.disability,not.working,with.insurance,asian
166,a.0.9,f,not.in.labor.force,same.house,i.75000.99999,us.born,never,public,with.disability,not.working,with.insurance,white
167,a.50.59,f,civilian.employed,same.house,i.0.9999,us.born,married,no.schooling,with.disability,private.profit,with.insurance,white
168,a.70.79,f,not.in.labor.force,same.house,i.0.9999,us.born,married,no.schooling,without.disability,not.working,with.insurance,white
169,a.40.49,f,not.in.labor.force,same.house,i.0.9999,naturalization,married,no.schooling,without.disability,private.profit,with.insurance,asian
170,a.30.39,f,civilian.employed,same.house,i.75000.99999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,white
171,a.20.29,f,not.in.labor.force,same.house,i.0.9999,us.born,never,public,without.disability,not.working,with.insurance,asian
172,a.40.49,f,civilian.employed,same.house,i.50000.64999,naturalization,married,no.schooling,without.disability,private.profit,with.insurance,asian
173,a.10.19,m,not.in.labor.force,same.house,i.75000.99999,us.born,never,no.schooling,without.disability,not.working,with.insurance,white
174,a.0.9,m,civilian.employed,same.house,i.75000.99999,us.born,never,public,without.disability,not.working,with.insurance,white
175,a.10.19,m,civilian.employed,diff.us.house,i.65000.74999,us.born,never,public,without.disability,private.no.profit,with.insurance,white
176,a.40.49,f,civilian.employed,same.house,i.50000.64999,naturalization,married,no.schooling,without.disability,self.employed.corp,with.insurance,asian
177,a.30.39,f,civilian.employed,same.house,i.50000.64999,us.born,married,no.schooling,without.disability,state,with.insurance,white
178,a.20.29,f,civilian.employed,same.house,i.50000.64999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,white
179,a.30.39,f,civilian.employed,same.house,i.50000.64999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,black
180,a.20.29,m,unemployed,diff.us.house,i.0.9999,us.born,never,no.schooling,without.disability,private.profit,with.insurance,black
181,a.60.69,f,civilian.employed,same.house,i.50000.64999,not.citizen,married,no.schooling,without.disability,self.employed.corp,with.insurance,white
182,a.70.79,m,civilian.employed,same.house,i.0.9999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,white
183,a.10.19,f,not.in.labor.force,same.house,i.75000.99999,us.born,never,public,without.disability,not.working,with.insurance,white
184,a.40.49,m,civilian.employed,same.house,i.75000.99999,naturalization,married,no.schooling,without.disability,not.working,with.insurance,asian
185,a.60.69,f,not.in.labor.force,same.house,i.75000.99999,us.born,married,public,without.disability,not.working,with.insurance,white
186,a.10.19,f,not.in.labor.force,same.house,i.25000.34999,us.born,never,public,without.disability,not.working,with.insurance,two
187,a.0.9,f,not.in.labor.force,diff.us.house,i.75000.99999,not.citizen,never,private,without.disability,not.working,with.insurance,asian
188,a.40.49,f,civilian.employed,same.house,i.75000.99999,us.born,married,no.schooling,without.disability,private.profit,without.insurance,white
189,a.20.29,f,civilian.employed,same.house,i.75000.99999,us.born,never,public,without.disability,private.profit,with.insurance,two
190,a.60.69,m,civilian.employed,same.house,i.0.9999,us.born,divorced,no.schooling,without.disability,self.employed.corp,with.insurance,white
191,a.40.49,f,civilian.employed,same.house,i.75000.99999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,white
192,a.10.19,f,not.in.labor.force,same.house,i.0.9999,us.born,never,public,without.disability,not.working,without.insurance,asian
193,a.70.79,f,not.in.labor.force,diff.us.house,i.0.9999,naturalization,married,no.schooling,without.disability,local,with.insurance,asian
194,a.40.49,m,civilian.employed,same.house,i.75000.99999,us.born,married,no.schooling,without.disability,federal,with.insurance,white
195,a.50.59,m,not.in.labor.force,diff.us.house,i.0.9999,not.citizen,widowed,no.schooling,without.disability,private.profit,with.insurance,two
196,a.30.39,f,civilian.employed,same.house,i.75000.99999,us.born,never,no.schooling,without.disability,private.profit,with.insurance,white
197,a.0.9,f,civilian.employed,same.house,i.75000.99999,us.born,married,public,without.disability,private.profit,with.insurance,white
198,a.30.39,f,civilian.employed,same.house,i.65000.74999,naturalization,married,no.schooling,without.disability,self.employed.corp,with.insurance,white
199,a.30.39,m,civilian.employed,same.house,i.75000.99999,naturalization,married,no.schooling,without.disability,private.profit,with.insurance,white
200,a.10.19,f,not.in.labor.force,diff.us.house,i.0.9999,abroad.born,never,public,without.disability,not.working,with.insurance,white
201,a.50.59,m,civilian.employed,diff.us.house,i.25000.34999,not.citizen,married,no.schooling,without.disability,private.profit,without.insurance,white
202,a.40.49,m,civilian.employed,same.house,i.0.9999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,white
203,a.40.49,f,civilian.employed,same.house,i.50000.64999,naturalization,married,no.schooling,without.disability,self.employed.corp,with.insurance,white
204,a.10.19,m,civilian.employed,same.house,i.75000.99999,us.born,never,public,without.disability,private.profit,with.insurance,white
205,a.50.59,m,civilian.employed,same.house,i.0.9999,us.born,married,no.schooling,with.disability,private.profit,with.insurance,white
206,a.40.49,f,civilian.employed,same.house,i.35000.49999,naturalization,married,no.schooling,without.disability,private.profit,with.insurance,asian
207,a.50.59,m,civilian.employed,diff.us.house,i.0.9999,naturalization,married,no.schooling,without.disability,private.profit,with.insurance,asian
208,a.50.59,f,civilian.employed,same.house,i.75000.99999,puerto.rico.born,married,no.schooling,without.disability,private.profit,with.insurance,white
209,a.30.39,f,not.in.labor.force,diff.us.house,i.75000.99999,us.born,married,no.schooling,without.disability,not.working,with.insurance,white
210,a.50.59,f,not.in.labor.force,same.house,i.0.9999,us.born,married,no.schooling,without.disability,not.working,with.insurance,white
211,a.30.39,m,civilian.employed,diff.us.house,i.25000.34999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,black
212,a.70.79,m,civilian.employed,same.house,i.25000.34999,naturalization,married,no.schooling,without.disability,private.no.profit,with.insurance,white
213,a.50.59,f,civilian.employed,same.house,i.0.9999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,white
214,a.50.59,m,civilian.employed,same.house,i.50000.64999,naturalization,married,no.schooling,without.disability,private.profit,with.insurance,white
215,a.0.9,f,not.in.labor.force,diff.us.house,i.75000.99999,us.born,never,public,without.disability,not.working,with.insurance,white
216,a.10.19,m,not.in.labor.force,diff.us.house,i.0.9999,not.citizen,never,public,without.disability,not.working,with.insurance,asian
217,a.10.19,f,not.in.labor.force,diff.us.house,i.75000.99999,us.born,never,public,without.disability,not.working,with.insurance,black
218,a.10.19,m,not.in.labor.force,same.house,i.0.9999,naturalization,never,public,without.disability,not.working,with.insurance,white
219,a.60.69,m,civilian.employed,same.house,i.0.9999,naturalization,married,no.schooling,without.disability,private.profit,with.insurance,white
220,a.50.59,m,civilian.employed,diff.us.house,i.50000.64999,naturalization,never,no.schooling,without.disability,private.profit,with.insurance,white
221,a.10.19,m,civilian.employed,diff.us.house,i.35000.49999,abroad.born,never,private,without.disability,private.profit,without.insurance,white
222,a.60.69,m,not.in.labor.force,same.house,i.0.9999,not.citizen,married,no.schooling,without.disability,not.working,with.insurance,asian
223,a.50.59,m,civilian.employed,same.house,i.50000.64999,abroad.born,married,no.schooling,without.disability,private.profit,with.insurance,black
224,a.70.79,m,unemployed,diff.us.house,i.0.9999,naturalization,never,no.schooling,without.disability,private.profit,with.insurance,white
225,a.20.29,f,unemployed,diff.us.house,i.10000.14999,us.born,never,public,without.disability,self.employed.corp,with.insurance,white
226,a.70.79,f,civilian.employed,diff.us.house,i.0.9999,naturalization,married,no.schooling,without.disability,self.employed.no.corp,with.insurance,asian
227,a.60.69,f,civilian.employed,same.house,i.25000.34999,naturalization,married,no.schooling,without.disability,self.employed.no.corp,with.insurance,white
228,a.0.9,m,not.in.labor.force,same.house,i.75000.99999,not.citizen,married,no.schooling,without.disability,not.working,with.insurance,asian
229,a.30.39,m,civilian.employed,same.house,i.25000.34999,naturalization,married,no.schooling,without.disability,private.profit,with.insurance,other
230,a.30.39,m,civilian.employed,diff.us.house,i.75000.99999,us.born,married,no.schooling,without.disability,private.profit,with.insurance,white
231,a.0.9,f,civilian.employed,same.house,i.75000.99999,us.born,married,public,without.disability,private.profit,with.insurance,white
232,a.50.59,f,civilian.employed,diff.us.house,i.75000.99999,us.born,divorced,no.schooling,without.disability,private.profit,with.insurance,white
